Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
39,Male,Bachelor's,8,Manager,Finance,Financial Analyst,Medium,City_C,0,,0,8.300799501081869
51,Male,Master's,23,Consultant,Education,Teacher,High,City_C,0,,0,9.418613744957502
59,Male,High School,13,Consultant,Finance,Teacher,Medium,City_B,0,,0,8.464801959880935
26,Male,Bachelor's,23,Analyst,Healthcare,Nurse,Medium,City_B,0,,0,7.547872727401722
32,Female,Ph.D.,10,Analyst,Education,Nurse,Low,City_A,0,,0,2.3510835623198933
22,Female,Bachelor's,13,Manager,Finance,Software Developer,Medium,City_C,0,,0,4.140999030273293
31,Female,Ph.D.,13,Analyst,Healthcare,Teacher,High,City_B,0,,0,6.087581995132273
47,Male,High School,24,Manager,IT,Nurse,High,City_A,0,,0,1.6917470144055058
54,Female,Bachelor's,17,Engineer,Healthcare,Nurse,Low,City_A,0,,0,1.9564319272220638
48,Female,Ph.D.,6,Analyst,Healthcare,Teacher,High,City_C,0,,0,9.408285298100349
33,Female,Master's,2,Manager,Healthcare,Software Developer,High,City_C,0,,0,7.324220739483852
23,Female,Master's,17,Manager,Education,Software Developer,High,City_A,0,,0,3.47578341446148
22,Male,Ph.D.,12,Consultant,IT,Teacher,Medium,City_C,0,,0,3.94624278785213
22,Male,Master's,26,Manager,Education,Teacher,Low,City_A,0,,0,4.459863738521525
54,Male,Master's,23,Analyst,IT,Teacher,Low,City_A,0,,0,1.6756416332084523
43,Female,Bachelor's,6,Consultant,Finance,Teacher,Low,City_C,0,,0,7.652592988429853
33,Male,Master's,5,Consultant,Finance,Teacher,Low,City_B,0,,0,2.591506108820851
57,Female,Bachelor's,5,Analyst,Healthcare,Nurse,High,City_A,0,,0,8.246080223386391
42,Male,High School,25,Engineer,Healthcare,Financial Analyst,Medium,City_C,0,,0,8.612851867992402
41,Male,Master's,9,Analyst,Education,Teacher,High,City_A,0,,0,6.745907596847177
57,Female,High School,28,Analyst,IT,Financial Analyst,High,City_A,0,,0,7.928694490590218
47,Female,Master's,28,Consultant,IT,Software Developer,High,City_A,0,,0,2.5465165001743904
52,Male,Ph.D.,22,Analyst,IT,Nurse,High,City_C,0,,0,6.183450844035732
22,Male,Ph.D.,29,Engineer,Healthcare,Financial Analyst,Low,City_C,0,,0,7.0911938300151816
59,Male,High School,3,Engineer,Healthcare,Software Developer,Low,City_C,0,,0,6.954045227688501
35,Female,High School,23,Engineer,IT,Software Developer,Medium,City_B,0,,0,2.055608898788627
47,Female,High School,20,Consultant,Healthcare,Software Developer,High,City_A,0,,0,4.099442162320344
28,Female,Ph.D.,5,Analyst,IT,Teacher,Low,City_B,0,,0,3.925337693341029
33,Female,High School,7,Manager,Education,Nurse,Medium,City_A,0,,0,6.152741853372175
45,Male,Ph.D.,12,Analyst,Finance,Software Developer,High,City_C,0,,0,7.887134159809778
40,Female,High School,7,Engineer,IT,Teacher,High,City_A,0,,0,6.135313295531923
30,Female,Bachelor's,10,Analyst,Healthcare,Financial Analyst,Low,City_A,0,,0,7.793446947864888
56,Female,Bachelor's,8,Consultant,Education,Nurse,High,City_A,0,,0,1.890708370291073
25,Male,Master's,17,Analyst,Healthcare,Financial Analyst,High,City_B,0,,0,8.903248217805496
53,Male,Bachelor's,5,Consultant,Healthcare,Financial Analyst,Low,City_C,0,,0,5.829553624278337
27,Female,High School,15,Manager,Healthcare,Teacher,Medium,City_C,0,,0,1.3374879442045557
49,Female,Bachelor's,28,Manager,IT,Financial Analyst,Medium,City_A,0,,0,6.788917027201837
49,Male,Bachelor's,9,Consultant,Education,Nurse,Low,City_C,0,,0,5.656124686267679
50,Male,High School,23,Analyst,IT,Financial Analyst,Low,City_B,0,,0,2.9833261196370846
26,Female,Bachelor's,11,Engineer,Finance,Teacher,Medium,City_B,0,,0,7.879829127502192
26,Male,High School,28,Consultant,IT,Software Developer,Medium,City_C,0,,0,9.402114260871821
58,Female,Bachelor's,13,Analyst,Finance,Teacher,Low,City_B,0,,0,3.9041510845915526
49,Male,High School,18,Analyst,Education,Software Developer,Low,City_B,0,,0,5.445241145347321
30,Female,Ph.D.,17,Analyst,Education,Financial Analyst,Low,City_C,0,,0,2.153574988285862
50,Female,Ph.D.,24,Engineer,IT,Software Developer,High,City_C,0,,0,9.368197513343345
35,Female,Master's,9,Engineer,IT,Teacher,Low,City_A,0,,0,3.8691645365730967
59,Female,Bachelor's,10,Engineer,Healthcare,Teacher,High,City_A,0,,0,2.7530621532957325
55,Male,Master's,5,Consultant,Finance,Nurse,Medium,City_B,0,,0,5.305858090925099
58,Male,High School,11,Consultant,Healthcare,Nurse,Medium,City_C,0,,0,1.3895424055106267
35,Female,Ph.D.,22,Engineer,Healthcare,Software Developer,Low,City_B,0,,0,3.275531481037644
39,Male,High School,15,Consultant,Education,Software Developer,Low,City_C,0,,0,1.6089196284226974
54,Female,Master's,2,Engineer,IT,Nurse,Medium,City_B,0,,0,2.146340390447798
55,Male,High School,27,Consultant,Education,Financial Analyst,Medium,City_B,0,,0,2.009417957792813
49,Female,High School,21,Analyst,IT,Nurse,Medium,City_B,0,,0,8.851779595161615
57,Male,High School,28,Engineer,Education,Financial Analyst,Medium,City_A,0,,0,9.373913632311652
58,Male,High School,20,Consultant,Education,Software Developer,Low,City_C,0,,0,5.270699492021315
44,Male,Ph.D.,24,Analyst,Education,Software Developer,High,City_B,0,,0,6.673753790680108
38,Male,High School,24,Analyst,Finance,Teacher,Medium,City_A,0,,0,7.263117075366986
32,Female,High School,14,Consultant,Education,Teacher,Medium,City_B,0,,0,4.5218199238485415
53,Female,Ph.D.,5,Analyst,Finance,Financial Analyst,High,City_B,0,,0,4.331894203385991
58,Male,High School,27,Manager,Education,Financial Analyst,Low,City_C,0,,0,7.080121173013026
36,Male,High School,24,Engineer,IT,Nurse,High,City_B,0,,0,4.390430637207146
25,Male,Master's,6,Engineer,Finance,Financial Analyst,Low,City_C,0,,0,6.229085675951594
51,Male,Ph.D.,26,Analyst,IT,Software Developer,Low,City_A,0,,0,5.63673529730312
31,Female,Bachelor's,22,Consultant,IT,Software Developer,Low,City_A,0,,0,5.720145408108833
44,Male,High School,29,Manager,IT,Software Developer,Low,City_B,0,,0,8.46422976588806
45,Male,Master's,15,Consultant,Finance,Teacher,Low,City_A,0,,0,7.336513980088269
57,Male,Ph.D.,29,Engineer,Healthcare,Financial Analyst,Medium,City_C,0,,0,9.646143886342836
26,Male,High School,4,Analyst,Finance,Financial Analyst,Low,City_C,0,,0,8.118789645264215
58,Male,Bachelor's,10,Manager,Healthcare,Teacher,Medium,City_A,0,,0,2.3121326313990616
40,Male,High School,28,Analyst,Finance,Teacher,Low,City_C,0,,0,7.646349726998585
58,Male,Master's,27,Manager,Education,Teacher,Medium,City_C,0,,0,6.990827985704218
29,Male,Ph.D.,19,Analyst,Healthcare,Software Developer,High,City_B,0,,0,6.814395815602136
28,Female,Master's,9,Consultant,Education,Financial Analyst,High,City_B,0,,0,5.326701635728033
34,Male,Ph.D.,21,Engineer,Healthcare,Nurse,Medium,City_C,0,,0,1.5621752783438778
58,Male,Bachelor's,26,Analyst,Finance,Nurse,Low,City_A,0,,0,9.563362907590628
48,Male,High School,10,Analyst,Finance,Financial Analyst,Medium,City_C,0,,0,8.667322252519707
39,Male,Master's,4,Manager,Healthcare,Financial Analyst,Medium,City_B,0,,0,5.381272336706722
45,Female,Bachelor's,22,Consultant,Education,Teacher,Low,City_A,0,,0,2.427228708677276
23,Male,Bachelor's,4,Consultant,IT,Teacher,High,City_C,0,,0,8.420253920701828
37,Female,High School,6,Manager,Healthcare,Software Developer,Medium,City_A,0,,0,4.876044448682672
35,Female,Master's,26,Consultant,Healthcare,Teacher,High,City_A,0,,0,4.511025311557235
38,Female,High School,8,Engineer,Education,Financial Analyst,High,City_A,0,,0,6.988440087394313
27,Female,High School,16,Analyst,IT,Software Developer,High,City_C,0,,0,7.828078586793864
56,Male,Ph.D.,8,Manager,Healthcare,Nurse,Medium,City_B,0,,0,1.5655666295841226
38,Female,Ph.D.,28,Consultant,IT,Financial Analyst,Medium,City_A,0,,0,7.908007748351617
59,Female,High School,16,Engineer,IT,Nurse,Low,City_A,0,,0,7.605464512164653
27,Male,Ph.D.,6,Engineer,Finance,Financial Analyst,Low,City_C,0,,0,6.3028864946983925
59,Female,Master's,17,Consultant,Education,Financial Analyst,Medium,City_B,0,,0,4.0457702292232085
42,Female,Ph.D.,29,Consultant,Healthcare,Software Developer,Low,City_B,0,,0,2.483219325302451
56,Female,Bachelor's,1,Manager,Healthcare,Software Developer,High,City_C,0,,0,1.9238767226547693
44,Female,High School,19,Consultant,IT,Teacher,High,City_A,0,,0,1.0106532434671118
33,Male,High School,18,Manager,Healthcare,Financial Analyst,Medium,City_C,0,,0,2.8581415812288355
50,Female,Master's,17,Analyst,IT,Financial Analyst,High,City_B,0,,0,4.702032730449757
48,Male,High School,17,Engineer,Healthcare,Software Developer,Medium,City_A,0,,0,3.1927989826007592
27,Male,Ph.D.,28,Manager,Education,Nurse,Medium,City_A,0,,0,3.780811482445089
42,Male,Bachelor's,12,Engineer,Healthcare,Teacher,Medium,City_B,0,,0,4.514071738248912
28,Female,High School,12,Analyst,IT,Financial Analyst,High,City_A,0,,0,3.77436077618888
37,Female,Ph.D.,6,Consultant,IT,Software Developer,Medium,City_C,0,,0,7.521589347928576
26,Male,Bachelor's,7,Manager,Healthcare,Financial Analyst,Medium,City_B,0,,0,5.425541102484729
36,Male,High School,8,Consultant,Healthcare,Software Developer,Low,City_B,0,,0,1.1739443297683663
42,Male,High School,3,Engineer,IT,Teacher,High,City_A,0,,0,3.040014082260731
25,Male,High School,17,Manager,Finance,Nurse,Medium,City_B,0,,0,7.386924201710777
26,Male,Bachelor's,21,Analyst,Finance,Financial Analyst,Low,City_C,0,,0,3.708374709581072
28,Male,High School,8,Analyst,Healthcare,Financial Analyst,Medium,City_B,0,,0,9.28127594529144
56,Female,High School,28,Consultant,Education,Teacher,High,City_A,0,,0,7.413976427026785
57,Female,Ph.D.,27,Analyst,Healthcare,Nurse,Low,City_B,0,,0,3.609342782916772
36,Female,Ph.D.,11,Analyst,Education,Financial Analyst,Low,City_A,0,,0,5.647688615560996
49,Male,Ph.D.,20,Consultant,Healthcare,Teacher,Medium,City_A,0,,0,7.005151271621528
23,Female,Ph.D.,18,Consultant,IT,Financial Analyst,Medium,City_C,0,,0,2.740292788033858
26,Male,High School,16,Manager,Healthcare,Financial Analyst,High,City_B,0,,0,3.215687210981761
28,Male,Bachelor's,25,Manager,Education,Teacher,High,City_C,0,,0,5.564113712760308
43,Female,High School,28,Consultant,Education,Teacher,Medium,City_C,0,,0,9.324052502412629
52,Male,Master's,13,Engineer,Healthcare,Software Developer,Low,City_B,0,,0,4.096093301718537
53,Female,Bachelor's,9,Engineer,Healthcare,Software Developer,High,City_C,0,,0,4.619172952906358
29,Female,Master's,19,Manager,Finance,Financial Analyst,High,City_C,0,,0,2.715581896133622
32,Female,High School,7,Manager,Healthcare,Teacher,Low,City_A,0,,0,6.338878257457985
22,Male,Bachelor's,29,Consultant,Healthcare,Nurse,Medium,City_C,0,,0,7.661356725258986
40,Male,Bachelor's,17,Engineer,IT,Nurse,High,City_B,0,,0,4.965780396786585
59,Male,Ph.D.,8,Consultant,Education,Financial Analyst,Low,City_A,0,,0,7.752244416938366
58,Female,High School,8,Manager,Finance,Software Developer,High,City_C,0,,0,3.7234425103116164
28,Male,Master's,29,Analyst,IT,Teacher,Low,City_C,0,,0,7.362859762256512
46,Female,Bachelor's,3,Analyst,Healthcare,Teacher,High,City_B,0,,0,3.3251007985340872
43,Male,Bachelor's,16,Analyst,Education,Software Developer,Medium,City_C,0,,0,8.025845875944132
48,Female,Ph.D.,12,Consultant,Healthcare,Teacher,Low,City_B,0,,0,8.475774204692886
59,Female,Bachelor's,15,Engineer,Healthcare,Financial Analyst,High,City_C,0,,0,8.179513015238099
36,Male,Ph.D.,21,Manager,Healthcare,Teacher,High,City_C,0,,0,2.9392534526556338
23,Male,Bachelor's,4,Engineer,Healthcare,Teacher,Low,City_B,0,,0,7.248244941045449
29,Female,Bachelor's,23,Engineer,Education,Software Developer,Low,City_A,0,,0,5.846863486387143
27,Female,High School,27,Manager,IT,Software Developer,Medium,City_B,0,,0,9.87433290990143
41,Male,Bachelor's,7,Engineer,Healthcare,Nurse,Low,City_A,0,,0,4.254191388811577
48,Female,Ph.D.,11,Analyst,Healthcare,Financial Analyst,High,City_A,0,,0,7.9412621755513655
44,Male,Ph.D.,24,Manager,Finance,Software Developer,Medium,City_B,0,,0,4.330703053515853
38,Male,Ph.D.,5,Analyst,Finance,Software Developer,Low,City_B,0,,0,4.5717172673863775
34,Female,Master's,13,Consultant,Education,Software Developer,High,City_C,0,,0,1.9989296596458765
25,Male,Bachelor's,11,Analyst,Healthcare,Teacher,Low,City_C,0,,0,3.156950672435722
41,Female,High School,5,Consultant,Healthcare,Financial Analyst,High,City_A,0,,0,2.4803585791510323
46,Male,High School,8,Consultant,Healthcare,Financial Analyst,High,City_C,0,,0,2.432805049395344
43,Female,Master's,21,Manager,Education,Teacher,Medium,City_B,0,,0,1.081148748866705
38,Male,Bachelor's,29,Analyst,Education,Teacher,Medium,City_A,0,,0,8.144026925254861
32,Male,Ph.D.,29,Analyst,Healthcare,Software Developer,Low,City_C,0,,0,5.211380961457127
46,Female,Master's,17,Analyst,Healthcare,Nurse,Medium,City_C,0,,0,8.237508111646822
26,Male,Master's,11,Manager,Education,Nurse,Low,City_B,0,,0,6.512953682789244
42,Female,Ph.D.,19,Consultant,Healthcare,Financial Analyst,Medium,City_B,0,,0,8.482038962324584
47,Female,Master's,18,Consultant,IT,Nurse,Medium,City_C,0,,0,5.53388502913697
37,Female,Master's,28,Consultant,IT,Software Developer,Low,City_A,0,,0,1.8463691902495105
42,Female,Ph.D.,10,Manager,Education,Teacher,Medium,City_A,0,,0,6.550872789105465
53,Female,Bachelor's,5,Manager,IT,Financial Analyst,Medium,City_B,0,,0,7.09988376036466
25,Male,High School,29,Engineer,Finance,Financial Analyst,Medium,City_B,0,,0,6.638537514709496
59,Male,High School,24,Analyst,Healthcare,Teacher,Medium,City_B,0,,0,8.212026837039218
29,Male,Ph.D.,25,Consultant,Finance,Nurse,Low,City_C,0,,0,7.583493196055919
30,Male,Ph.D.,25,Engineer,Finance,Financial Analyst,High,City_C,0,,0,4.893692042789822
38,Male,Bachelor's,1,Engineer,Finance,Teacher,Low,City_B,0,,0,8.37193289909719
34,Male,Master's,17,Analyst,IT,Teacher,Low,City_A,0,,0,7.226078879284191
30,Male,Bachelor's,17,Manager,Healthcare,Nurse,Low,City_B,0,,0,2.083300646635099
27,Female,Master's,1,Engineer,Healthcare,Nurse,Medium,City_B,0,,0,5.858856239048378
48,Female,Master's,25,Manager,Education,Software Developer,Medium,City_A,0,,0,7.5570022560694445
58,Female,Bachelor's,1,Manager,Finance,Nurse,High,City_A,0,,0,5.979593815464524
45,Male,Ph.D.,23,Analyst,IT,Nurse,Medium,City_A,0,,0,9.541257858564379
30,Female,Ph.D.,22,Engineer,Finance,Teacher,High,City_A,0,,0,1.9134214138789258
32,Male,Bachelor's,9,Consultant,Finance,Financial Analyst,High,City_C,0,,0,7.500895235909448
56,Male,Master's,27,Engineer,Healthcare,Teacher,Medium,City_C,0,,0,8.420057302865505
50,Male,Master's,25,Consultant,Education,Software Developer,High,City_B,0,,0,7.32387875414655
29,Female,Master's,4,Consultant,IT,Teacher,Low,City_C,0,,0,4.470265045579657
38,Female,Master's,9,Manager,Healthcare,Software Developer,Low,City_B,0,,0,4.469322818829934
28,Female,Bachelor's,14,Consultant,Finance,Nurse,Low,City_B,0,,0,6.279107545675114
33,Male,High School,15,Analyst,Healthcare,Financial Analyst,High,City_A,0,,0,4.57388232719074
36,Male,Ph.D.,16,Engineer,Finance,Financial Analyst,High,City_A,0,,0,8.948646976292478
50,Male,Ph.D.,16,Manager,IT,Teacher,Low,City_C,0,,0,1.9893755646500535
45,Male,High School,13,Manager,Healthcare,Financial Analyst,Medium,City_C,0,,0,6.752416131754773
58,Female,Master's,14,Consultant,Healthcare,Software Developer,Low,City_C,0,,0,2.2070346469627395
35,Female,High School,22,Manager,Healthcare,Software Developer,Medium,City_C,0,,0,5.861438222491375
32,Female,High School,21,Analyst,Healthcare,Nurse,Medium,City_A,0,,0,7.440230821696255
56,Female,High School,9,Analyst,Healthcare,Teacher,High,City_A,0,,0,2.4895982490422406
38,Male,Ph.D.,23,Manager,IT,Nurse,High,City_C,0,,0,7.3362989934068805
48,Male,Ph.D.,9,Manager,Education,Financial Analyst,Medium,City_B,0,,0,2.2598202808998185
24,Female,High School,21,Analyst,IT,Nurse,Medium,City_A,0,,0,6.584983710662251
23,Male,High School,4,Consultant,Healthcare,Financial Analyst,Medium,City_A,0,,0,5.54997726390597
25,Male,High School,10,Manager,Finance,Software Developer,High,City_A,0,,0,3.6826745842833546
39,Female,Master's,3,Consultant,Finance,Teacher,Low,City_A,0,,0,2.0039385776977223
41,Female,Master's,21,Manager,Healthcare,Teacher,Medium,City_C,0,,0,7.622687256408248
42,Male,Master's,9,Analyst,Education,Nurse,High,City_C,0,,0,4.436246200393054
35,Female,Ph.D.,19,Manager,Healthcare,Financial Analyst,Low,City_B,0,,0,1.7787769954585873
29,Female,Bachelor's,16,Manager,IT,Software Developer,High,City_A,0,,0,7.955104044454596
23,Female,High School,16,Manager,Education,Financial Analyst,Low,City_C,0,,0,3.096052151354386
47,Female,High School,17,Analyst,Education,Nurse,High,City_C,0,,0,7.628068483349685
40,Female,Bachelor's,18,Analyst,IT,Financial Analyst,Low,City_A,0,,0,6.08408817346663
49,Female,High School,10,Analyst,Education,Software Developer,Medium,City_C,0,,0,2.750761104211461
50,Female,Master's,21,Engineer,Healthcare,Nurse,High,City_C,0,,0,1.687651544573128
26,Female,Master's,19,Engineer,Healthcare,Software Developer,Low,City_C,0,,0,6.339241138623632
49,Female,Bachelor's,22,Engineer,Finance,Nurse,Low,City_B,0,,0,1.2269064901548592
47,Male,Master's,15,Engineer,IT,Teacher,Low,City_C,0,,0,1.5891803637770154
26,Female,Bachelor's,15,Analyst,Education,Financial Analyst,Medium,City_A,0,,0,7.319971737700305
36,Female,Master's,11,Manager,Education,Software Developer,High,City_A,0,,0,5.849864572611728
30,Female,High School,8,Analyst,Education,Software Developer,Low,City_A,0,,0,3.9366573908893923
53,Male,Ph.D.,22,Engineer,Healthcare,Financial Analyst,Medium,City_C,0,,0,5.853051484015813
47,Female,Master's,16,Consultant,IT,Software Developer,Medium,City_B,0,,0,6.3248439477242755
58,Female,Bachelor's,10,Consultant,Healthcare,Software Developer,Medium,City_C,0,,0,6.087572796200198
36,Male,Ph.D.,9,Analyst,Education,Software Developer,Medium,City_A,0,,0,6.782986103639415
25,Male,High School,15,Manager,Healthcare,Teacher,Medium,City_B,0,,0,9.462592901713306
57,Female,Ph.D.,22,Engineer,Education,Software Developer,Medium,City_B,0,,0,4.498997680756229
41,Male,Bachelor's,5,Manager,Education,Teacher,Medium,City_C,0,,0,3.710362721118185
48,Male,High School,20,Manager,Healthcare,Financial Analyst,High,City_A,0,,0,1.3459141992715273
42,Male,High School,2,Manager,Education,Teacher,High,City_C,0,,0,2.323657511710902
43,Male,Master's,22,Engineer,Healthcare,Software Developer,Medium,City_A,0,,0,1.9562483429302842
28,Male,Ph.D.,16,Analyst,Finance,Software Developer,Low,City_B,0,,0,4.01899768185216
52,Female,Master's,18,Engineer,Healthcare,Software Developer,Low,City_C,0,,0,6.489916559335499
38,Male,High School,16,Engineer,Finance,Teacher,Low,City_B,0,,0,1.4170050202112507
28,Female,Master's,5,Analyst,Finance,Nurse,Medium,City_A,0,,0,7.548985040092163
40,Female,Master's,1,Analyst,Healthcare,Nurse,Low,City_B,0,,0,4.576896549799653
49,Female,Bachelor's,19,Analyst,IT,Financial Analyst,High,City_B,0,,0,9.671540642096092
31,Male,Master's,10,Consultant,IT,Financial Analyst,High,City_B,0,,0,6.115464776727448
48,Female,High School,21,Consultant,Healthcare,Financial Analyst,High,City_C,0,,0,7.9422608114964
34,Male,Master's,29,Analyst,Healthcare,Software Developer,High,City_A,0,,0,8.750631090673298
23,Female,High School,13,Manager,Education,Nurse,Medium,City_B,0,,0,8.999616711929747
43,Female,High School,23,Consultant,Education,Nurse,High,City_B,0,,0,5.666155747118265
41,Female,Bachelor's,24,Engineer,Healthcare,Financial Analyst,Low,City_B,0,,0,4.570683025879729
26,Male,High School,23,Engineer,IT,Nurse,Low,City_B,0,,0,6.044634907195955
27,Female,High School,23,Consultant,Education,Financial Analyst,High,City_A,0,,0,4.618633614556851
56,Male,Bachelor's,11,Engineer,Education,Software Developer,High,City_A,0,,0,3.166434723549174
22,Male,High School,15,Analyst,IT,Nurse,High,City_C,0,,0,3.9152784445000073
56,Male,Bachelor's,2,Engineer,Healthcare,Software Developer,Low,City_A,0,,0,3.0949287061473902
24,Female,Ph.D.,6,Consultant,IT,Software Developer,Low,City_A,0,,0,3.424938675353755
57,Female,Ph.D.,21,Manager,Finance,Nurse,High,City_B,0,,0,1.8424696351214833
28,Female,Ph.D.,11,Engineer,Education,Teacher,Low,City_C,0,,0,4.838164486515142
50,Female,High School,15,Engineer,Education,Financial Analyst,Low,City_C,0,,0,3.1175551594290134
36,Male,Master's,9,Manager,Education,Nurse,Medium,City_B,0,,0,5.035298971550285
32,Female,Bachelor's,12,Consultant,IT,Software Developer,High,City_C,0,,0,8.129784107586639
39,Male,Ph.D.,26,Manager,IT,Financial Analyst,High,City_A,0,,0,5.034811179188595
25,Male,Bachelor's,27,Engineer,Healthcare,Software Developer,Medium,City_C,0,,0,9.591506836387438
45,Female,Ph.D.,4,Consultant,Education,Financial Analyst,Medium,City_B,0,,0,2.3305320507521876
32,Female,Ph.D.,28,Analyst,Finance,Nurse,Low,City_C,0,,0,8.652384917540871
27,Male,High School,23,Consultant,Healthcare,Software Developer,Medium,City_C,0,,0,3.234323026656887
39,Male,Bachelor's,27,Consultant,IT,Financial Analyst,High,City_C,0,,0,9.405401057694768
36,Female,High School,24,Analyst,Finance,Financial Analyst,High,City_B,0,,0,3.044331338037891
24,Female,Bachelor's,14,Consultant,Healthcare,Nurse,High,City_A,0,,0,7.72265607368325
38,Female,Bachelor's,22,Engineer,IT,Financial Analyst,Low,City_C,0,,0,1.5590611077397314
54,Male,Master's,3,Engineer,Finance,Financial Analyst,Low,City_A,0,,0,6.668320934441599
55,Male,Ph.D.,27,Engineer,Healthcare,Software Developer,High,City_A,0,,0,2.968067961243467
51,Female,High School,21,Engineer,Finance,Nurse,High,City_A,0,,0,7.031552874834125
40,Male,Master's,17,Analyst,IT,Nurse,Low,City_C,0,,0,6.722464038623622
30,Male,Bachelor's,13,Engineer,Healthcare,Software Developer,Low,City_A,0,,0,9.31326291694146
52,Male,Ph.D.,8,Consultant,IT,Teacher,Medium,City_C,0,,0,6.640087875584034
48,Male,High School,12,Manager,Education,Software Developer,Low,City_C,0,,0,4.67423930484917
46,Female,Master's,12,Analyst,Education,Software Developer,Low,City_C,0,,0,2.742110243642828
28,Male,Bachelor's,12,Analyst,Finance,Teacher,High,City_A,0,,0,6.917059076897257
28,Female,Master's,27,Manager,Education,Financial Analyst,High,City_C,0,,0,2.0472994353054923
41,Female,Bachelor's,2,Engineer,IT,Nurse,High,City_B,0,,0,8.456651442295911
57,Male,Bachelor's,29,Engineer,Finance,Nurse,Medium,City_B,0,,0,3.226010922449773
40,Female,Ph.D.,10,Consultant,Healthcare,Teacher,Low,City_B,0,,0,5.7174300842385675
23,Female,High School,23,Engineer,IT,Nurse,Medium,City_C,0,,0,6.363525738964559
55,Female,Ph.D.,9,Engineer,Healthcare,Teacher,Low,City_B,0,,0,4.262409913577382
38,Male,High School,1,Consultant,Healthcare,Financial Analyst,Low,City_C,0,,0,6.974863998150218
45,Female,High School,29,Engineer,Healthcare,Teacher,High,City_C,0,,0,3.2519526300291703
30,Male,Bachelor's,4,Manager,Healthcare,Nurse,Low,City_C,0,,0,1.3116211639893591
22,Female,Master's,23,Engineer,IT,Nurse,Medium,City_A,0,,0,9.633409625214426
49,Female,High School,14,Manager,Education,Teacher,High,City_B,0,,0,3.8804124820883503
36,Female,High School,16,Manager,IT,Nurse,Medium,City_C,0,,0,7.4211601119442
42,Female,High School,25,Manager,Education,Teacher,Medium,City_B,0,,0,5.567802462283427
36,Male,High School,18,Engineer,Healthcare,Nurse,High,City_B,0,,0,7.020988094017038
44,Female,Bachelor's,2,Engineer,Education,Software Developer,Low,City_A,0,,0,1.9984287026410998
23,Female,Ph.D.,6,Analyst,Healthcare,Financial Analyst,Medium,City_B,0,,0,5.6696308760448915
57,Female,Master's,3,Consultant,Finance,Nurse,Low,City_C,0,,0,4.529975981609983
30,Male,Bachelor's,20,Consultant,Healthcare,Nurse,High,City_C,0,,0,5.066646101503368
23,Male,Bachelor's,19,Analyst,Education,Nurse,Low,City_B,0,,0,9.695874996498127
23,Female,Bachelor's,13,Manager,Finance,Teacher,Low,City_B,0,,0,2.22660014353203
39,Female,High School,17,Consultant,Finance,Nurse,High,City_A,0,,0,7.7923015877025845
38,Female,Master's,14,Analyst,Healthcare,Teacher,Low,City_C,0,,0,3.9730851475595323
29,Female,Bachelor's,22,Manager,IT,Nurse,Medium,City_B,0,,0,3.613221888613861
55,Male,Bachelor's,11,Analyst,Education,Software Developer,Medium,City_B,0,,0,3.4369965630933876
55,Male,Bachelor's,16,Engineer,Finance,Software Developer,Medium,City_C,0,,0,4.139033979006019
26,Male,High School,11,Engineer,IT,Financial Analyst,Low,City_B,0,,0,4.214053536342455
50,Female,High School,29,Manager,Healthcare,Teacher,Medium,City_A,0,,0,3.4367230466377423
49,Female,Bachelor's,18,Manager,Healthcare,Financial Analyst,Low,City_B,0,,0,7.007438329961283
37,Female,High School,2,Engineer,Healthcare,Nurse,Low,City_B,0,,0,1.4294978533022444
35,Female,Master's,23,Consultant,Healthcare,Nurse,Low,City_A,0,,0,3.9906442522529577
23,Male,High School,21,Consultant,Education,Software Developer,Low,City_A,0,,0,3.521850461524624
25,Male,Bachelor's,8,Engineer,Finance,Financial Analyst,High,City_A,0,,0,7.762762184948831
52,Male,Master's,14,Consultant,Education,Nurse,Medium,City_C,0,,0,2.318486896175977
47,Female,High School,2,Engineer,Finance,Nurse,Medium,City_B,0,,0,9.466184278875096
48,Female,Bachelor's,13,Analyst,IT,Teacher,Low,City_B,0,,0,2.5346675084063945
55,Female,Ph.D.,10,Analyst,IT,Nurse,High,City_A,0,,0,4.330246276571961
52,Female,Ph.D.,8,Analyst,Finance,Financial Analyst,Low,City_C,0,,0,2.7973017409521033
32,Female,Master's,7,Consultant,Healthcare,Software Developer,Medium,City_A,0,,0,3.580281491248815
29,Male,Master's,13,Analyst,IT,Software Developer,Medium,City_B,0,,0,7.849222306013124
33,Female,Master's,26,Manager,Education,Nurse,High,City_C,0,,0,5.28764246864524
56,Female,High School,24,Manager,Finance,Nurse,Low,City_C,0,,0,2.46318145579225
55,Male,Master's,27,Analyst,IT,Nurse,High,City_B,0,,0,1.4197139078011634
34,Male,High School,19,Manager,Finance,Teacher,Low,City_C,0,,0,3.0692459815324753
48,Female,Bachelor's,24,Analyst,Healthcare,Nurse,High,City_C,0,,0,9.510425006734188
29,Male,High School,15,Analyst,Finance,Nurse,Medium,City_A,0,,0,8.6078507336923
42,Female,High School,22,Engineer,IT,Teacher,High,City_C,0,,0,4.961563443316078
32,Female,Bachelor's,2,Analyst,Finance,Financial Analyst,Medium,City_A,0,,0,5.337956997513847
43,Male,Ph.D.,22,Manager,IT,Teacher,Medium,City_C,0,,0,9.094295254410953
